,Density_Field,Omega_m,Omega_b,h,n_s,sigma_8
34,/data74/anirban/Quijote/h_m/PK/128/log_bins/34/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
35,/data74/anirban/Quijote/h_m/PK/128/log_bins/35/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
36,/data74/anirban/Quijote/h_m/PK/128/log_bins/36/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
37,/data74/anirban/Quijote/h_m/PK/128/log_bins/37/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
38,/data74/anirban/Quijote/h_m/PK/128/log_bins/38/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
39,/data74/anirban/Quijote/h_m/PK/128/log_bins/39/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
40,/data74/anirban/Quijote/h_m/PK/128/log_bins/40/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
41,/data74/anirban/Quijote/h_m/PK/128/log_bins/41/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
42,/data74/anirban/Quijote/h_m/PK/128/log_bins/42/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
43,/data74/anirban/Quijote/h_m/PK/128/log_bins/43/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
44,/data74/anirban/Quijote/h_m/PK/128/log_bins/44/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
45,/data74/anirban/Quijote/h_m/PK/128/log_bins/45/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
46,/data74/anirban/Quijote/h_m/PK/128/log_bins/46/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
47,/data74/anirban/Quijote/h_m/PK/128/log_bins/47/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
48,/data74/anirban/Quijote/h_m/PK/128/log_bins/48/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
49,/data74/anirban/Quijote/h_m/PK/128/log_bins/49/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
50,/data74/anirban/Quijote/h_m/PK/128/log_bins/50/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
51,/data74/anirban/Quijote/h_m/PK/128/log_bins/51/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
52,/data74/anirban/Quijote/h_m/PK/128/log_bins/52/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
53,/data74/anirban/Quijote/h_m/PK/128/log_bins/53/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
54,/data74/anirban/Quijote/h_m/PK/128/log_bins/54/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
55,/data74/anirban/Quijote/h_m/PK/128/log_bins/55/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
56,/data74/anirban/Quijote/h_m/PK/128/log_bins/56/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
57,/data74/anirban/Quijote/h_m/PK/128/log_bins/57/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
58,/data74/anirban/Quijote/h_m/PK/128/log_bins/58/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
59,/data74/anirban/Quijote/h_m/PK/128/log_bins/59/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
60,/data74/anirban/Quijote/h_m/PK/128/log_bins/60/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
61,/data74/anirban/Quijote/h_m/PK/128/log_bins/61/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
62,/data74/anirban/Quijote/h_m/PK/128/log_bins/62/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
63,/data74/anirban/Quijote/h_m/PK/128/log_bins/63/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
64,/data74/anirban/Quijote/h_m/PK/128/log_bins/64/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
65,/data74/anirban/Quijote/h_m/PK/128/log_bins/65/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
66,/data74/anirban/Quijote/h_m/PK/128/log_bins/66/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
67,/data74/anirban/Quijote/h_m/PK/128/log_bins/67/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
68,/data74/anirban/Quijote/h_m/PK/128/log_bins/68/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
69,/data74/anirban/Quijote/h_m/PK/128/log_bins/69/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
70,/data74/anirban/Quijote/h_m/PK/128/log_bins/70/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
71,/data74/anirban/Quijote/h_m/PK/128/log_bins/71/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
72,/data74/anirban/Quijote/h_m/PK/128/log_bins/72/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
73,/data74/anirban/Quijote/h_m/PK/128/log_bins/73/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
74,/data74/anirban/Quijote/h_m/PK/128/log_bins/74/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
75,/data74/anirban/Quijote/h_m/PK/128/log_bins/75/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
76,/data74/anirban/Quijote/h_m/PK/128/log_bins/76/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
77,/data74/anirban/Quijote/h_m/PK/128/log_bins/77/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
78,/data74/anirban/Quijote/h_m/PK/128/log_bins/78/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
79,/data74/anirban/Quijote/h_m/PK/128/log_bins/79/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
80,/data74/anirban/Quijote/h_m/PK/128/log_bins/80/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
81,/data74/anirban/Quijote/h_m/PK/128/log_bins/81/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
82,/data74/anirban/Quijote/h_m/PK/128/log_bins/82/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
83,/data74/anirban/Quijote/h_m/PK/128/log_bins/83/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
84,/data74/anirban/Quijote/h_m/PK/128/log_bins/84/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
85,/data74/anirban/Quijote/h_m/PK/128/log_bins/85/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
86,/data74/anirban/Quijote/h_m/PK/128/log_bins/86/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
87,/data74/anirban/Quijote/h_m/PK/128/log_bins/87/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
88,/data74/anirban/Quijote/h_m/PK/128/log_bins/88/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
89,/data74/anirban/Quijote/h_m/PK/128/log_bins/89/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
90,/data74/anirban/Quijote/h_m/PK/128/log_bins/90/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
91,/data74/anirban/Quijote/h_m/PK/128/log_bins/91/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
92,/data74/anirban/Quijote/h_m/PK/128/log_bins/92/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
93,/data74/anirban/Quijote/h_m/PK/128/log_bins/93/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
94,/data74/anirban/Quijote/h_m/PK/128/log_bins/94/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
95,/data74/anirban/Quijote/h_m/PK/128/log_bins/95/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
96,/data74/anirban/Quijote/h_m/PK/128/log_bins/96/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
97,/data74/anirban/Quijote/h_m/PK/128/log_bins/97/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
98,/data74/anirban/Quijote/h_m/PK/128/log_bins/98/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
99,/data74/anirban/Quijote/h_m/PK/128/log_bins/99/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
100,/data74/anirban/Quijote/h_m/PK/128/log_bins/100/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
101,/data74/anirban/Quijote/h_m/PK/128/log_bins/101/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
102,/data74/anirban/Quijote/h_m/PK/128/log_bins/102/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
103,/data74/anirban/Quijote/h_m/PK/128/log_bins/103/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
104,/data74/anirban/Quijote/h_m/PK/128/log_bins/104/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
105,/data74/anirban/Quijote/h_m/PK/128/log_bins/105/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
106,/data74/anirban/Quijote/h_m/PK/128/log_bins/106/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
107,/data74/anirban/Quijote/h_m/PK/128/log_bins/107/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
108,/data74/anirban/Quijote/h_m/PK/128/log_bins/108/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
109,/data74/anirban/Quijote/h_m/PK/128/log_bins/109/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
110,/data74/anirban/Quijote/h_m/PK/128/log_bins/110/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
111,/data74/anirban/Quijote/h_m/PK/128/log_bins/111/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
112,/data74/anirban/Quijote/h_m/PK/128/log_bins/112/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
113,/data74/anirban/Quijote/h_m/PK/128/log_bins/113/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
114,/data74/anirban/Quijote/h_m/PK/128/log_bins/114/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
115,/data74/anirban/Quijote/h_m/PK/128/log_bins/115/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
116,/data74/anirban/Quijote/h_m/PK/128/log_bins/116/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
117,/data74/anirban/Quijote/h_m/PK/128/log_bins/117/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
118,/data74/anirban/Quijote/h_m/PK/128/log_bins/118/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
119,/data74/anirban/Quijote/h_m/PK/128/log_bins/119/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
120,/data74/anirban/Quijote/h_m/PK/128/log_bins/120/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
121,/data74/anirban/Quijote/h_m/PK/128/log_bins/121/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
122,/data74/anirban/Quijote/h_m/PK/128/log_bins/122/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
123,/data74/anirban/Quijote/h_m/PK/128/log_bins/123/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
124,/data74/anirban/Quijote/h_m/PK/128/log_bins/124/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
125,/data74/anirban/Quijote/h_m/PK/128/log_bins/125/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
126,/data74/anirban/Quijote/h_m/PK/128/log_bins/126/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
127,/data74/anirban/Quijote/h_m/PK/128/log_bins/127/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
128,/data74/anirban/Quijote/h_m/PK/128/log_bins/128/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
129,/data74/anirban/Quijote/h_m/PK/128/log_bins/129/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
130,/data74/anirban/Quijote/h_m/PK/128/log_bins/130/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
131,/data74/anirban/Quijote/h_m/PK/128/log_bins/131/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
132,/data74/anirban/Quijote/h_m/PK/128/log_bins/132/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
133,/data74/anirban/Quijote/h_m/PK/128/log_bins/133/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
134,/data74/anirban/Quijote/h_m/PK/128/log_bins/134/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
135,/data74/anirban/Quijote/h_m/PK/128/log_bins/135/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
136,/data74/anirban/Quijote/h_m/PK/128/log_bins/136/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
137,/data74/anirban/Quijote/h_m/PK/128/log_bins/137/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
138,/data74/anirban/Quijote/h_m/PK/128/log_bins/138/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
139,/data74/anirban/Quijote/h_m/PK/128/log_bins/139/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
140,/data74/anirban/Quijote/h_m/PK/128/log_bins/140/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
141,/data74/anirban/Quijote/h_m/PK/128/log_bins/141/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
142,/data74/anirban/Quijote/h_m/PK/128/log_bins/142/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
143,/data74/anirban/Quijote/h_m/PK/128/log_bins/143/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
144,/data74/anirban/Quijote/h_m/PK/128/log_bins/144/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
145,/data74/anirban/Quijote/h_m/PK/128/log_bins/145/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
146,/data74/anirban/Quijote/h_m/PK/128/log_bins/146/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
147,/data74/anirban/Quijote/h_m/PK/128/log_bins/147/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
148,/data74/anirban/Quijote/h_m/PK/128/log_bins/148/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
149,/data74/anirban/Quijote/h_m/PK/128/log_bins/149/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
150,/data74/anirban/Quijote/h_m/PK/128/log_bins/150/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
151,/data74/anirban/Quijote/h_m/PK/128/log_bins/151/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
152,/data74/anirban/Quijote/h_m/PK/128/log_bins/152/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
153,/data74/anirban/Quijote/h_m/PK/128/log_bins/153/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
154,/data74/anirban/Quijote/h_m/PK/128/log_bins/154/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
155,/data74/anirban/Quijote/h_m/PK/128/log_bins/155/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
156,/data74/anirban/Quijote/h_m/PK/128/log_bins/156/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
157,/data74/anirban/Quijote/h_m/PK/128/log_bins/157/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
158,/data74/anirban/Quijote/h_m/PK/128/log_bins/158/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
159,/data74/anirban/Quijote/h_m/PK/128/log_bins/159/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
160,/data74/anirban/Quijote/h_m/PK/128/log_bins/160/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
161,/data74/anirban/Quijote/h_m/PK/128/log_bins/161/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
162,/data74/anirban/Quijote/h_m/PK/128/log_bins/162/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
163,/data74/anirban/Quijote/h_m/PK/128/log_bins/163/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
164,/data74/anirban/Quijote/h_m/PK/128/log_bins/164/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
165,/data74/anirban/Quijote/h_m/PK/128/log_bins/165/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
166,/data74/anirban/Quijote/h_m/PK/128/log_bins/166/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
167,/data74/anirban/Quijote/h_m/PK/128/log_bins/167/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
168,/data74/anirban/Quijote/h_m/PK/128/log_bins/168/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
169,/data74/anirban/Quijote/h_m/PK/128/log_bins/169/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
170,/data74/anirban/Quijote/h_m/PK/128/log_bins/170/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
171,/data74/anirban/Quijote/h_m/PK/128/log_bins/171/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
172,/data74/anirban/Quijote/h_m/PK/128/log_bins/172/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
173,/data74/anirban/Quijote/h_m/PK/128/log_bins/173/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
174,/data74/anirban/Quijote/h_m/PK/128/log_bins/174/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
175,/data74/anirban/Quijote/h_m/PK/128/log_bins/175/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
176,/data74/anirban/Quijote/h_m/PK/128/log_bins/176/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
177,/data74/anirban/Quijote/h_m/PK/128/log_bins/177/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
178,/data74/anirban/Quijote/h_m/PK/128/log_bins/178/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
179,/data74/anirban/Quijote/h_m/PK/128/log_bins/179/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
180,/data74/anirban/Quijote/h_m/PK/128/log_bins/180/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
181,/data74/anirban/Quijote/h_m/PK/128/log_bins/181/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
182,/data74/anirban/Quijote/h_m/PK/128/log_bins/182/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
183,/data74/anirban/Quijote/h_m/PK/128/log_bins/183/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
184,/data74/anirban/Quijote/h_m/PK/128/log_bins/184/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
185,/data74/anirban/Quijote/h_m/PK/128/log_bins/185/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
186,/data74/anirban/Quijote/h_m/PK/128/log_bins/186/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
187,/data74/anirban/Quijote/h_m/PK/128/log_bins/187/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
188,/data74/anirban/Quijote/h_m/PK/128/log_bins/188/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
189,/data74/anirban/Quijote/h_m/PK/128/log_bins/189/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
190,/data74/anirban/Quijote/h_m/PK/128/log_bins/190/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
191,/data74/anirban/Quijote/h_m/PK/128/log_bins/191/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
192,/data74/anirban/Quijote/h_m/PK/128/log_bins/192/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
193,/data74/anirban/Quijote/h_m/PK/128/log_bins/193/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
194,/data74/anirban/Quijote/h_m/PK/128/log_bins/194/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
195,/data74/anirban/Quijote/h_m/PK/128/log_bins/195/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
196,/data74/anirban/Quijote/h_m/PK/128/log_bins/196/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
197,/data74/anirban/Quijote/h_m/PK/128/log_bins/197/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
198,/data74/anirban/Quijote/h_m/PK/128/log_bins/198/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
199,/data74/anirban/Quijote/h_m/PK/128/log_bins/199/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
200,/data74/anirban/Quijote/h_m/PK/128/log_bins/200/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
201,/data74/anirban/Quijote/h_m/PK/128/log_bins/201/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
202,/data74/anirban/Quijote/h_m/PK/128/log_bins/202/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
203,/data74/anirban/Quijote/h_m/PK/128/log_bins/203/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
204,/data74/anirban/Quijote/h_m/PK/128/log_bins/204/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
205,/data74/anirban/Quijote/h_m/PK/128/log_bins/205/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
206,/data74/anirban/Quijote/h_m/PK/128/log_bins/206/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
207,/data74/anirban/Quijote/h_m/PK/128/log_bins/207/PK_128_log_bins.npy,0.3175,0.049,0.6511,0.9624,0.834
